,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
3473527,080509105X,Construction Kitties / Judy Sue Goodwin Sturges ; illustrated by Shari Halpern.,"Goodwin-Sturges, Judy Sue",2013.,"Construction equipment Juvenile fiction, Trucks Juvenile fiction",jcbk,131.2
3473528, 9780805091052,Construction Kitties / Judy Sue Goodwin Sturges ; illustrated by Shari Halpern.,"Goodwin-Sturges, Judy Sue",2013.,"Construction equipment Juvenile fiction, Trucks Juvenile fiction",jcbk,131.2
616328, 9780763656928,Stink and the midnight zombie walk / Megan McDonald ; illustrated by Peter H. Reynolds.,"McDonald, Megan",2012.,"Zombies Juvenile fiction, Books and reading Juvenile fiction, Moneymaking projects Fiction",jcbk,131.16666666666666
3153050,0763656925,Stink and the midnight zombie walk / Megan McDonald ; illustrated by Peter H. Reynolds.,"McDonald, Megan",2012.,"Zombies Juvenile fiction, Books and reading Juvenile fiction, Moneymaking projects Fiction",jcbk,131.16666666666666
3387912, 9780670022359,"Emily, alone / Stewart O'Nan.","O'Nan, Stewart, 1961-",2011.,"Widows Fiction, Older women Fiction, Life change events Fiction, Domestic fiction",acbk,131.14285714285714
172609,0670022357,"Emily, alone / Stewart O'Nan.","O'Nan, Stewart, 1961-",2011.,"Widows Fiction, Older women Fiction, Life change events Fiction, Domestic fiction",acbk,131.14285714285714
3341695, 9780345497499,Kraken : an anatomy / China Miéville.,"Miéville, China",2010.,"Museum curators England Fiction, Giant squids Fiction, Magic Fiction, Cults Fiction, Fantasy fiction",acbk,131.125
3341694,034549749X,Kraken : an anatomy / China Miéville.,"Miéville, China",2010.,"Museum curators England Fiction, Giant squids Fiction, Magic Fiction, Cults Fiction, Fantasy fiction",acbk,131.125
2813787,1933605898,Super Duck / Jez Alborough.,"Alborough, Jez","2009, c2008.","Ducks Fiction, Domestic animals Juvenile fiction, Kites Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,131.11111111111111
2813788, 9781933605890,Super Duck / Jez Alborough.,"Alborough, Jez","2009, c2008.","Ducks Fiction, Domestic animals Juvenile fiction, Kites Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,131.11111111111111
1589028,9780670880645,Peter's chair / Ezra Jack Keats.,"Keats, Ezra Jack",1998.,"Chairs Juvenile fiction, Babies Fiction, Brothers and sisters Fiction, African Americans Juvenile fiction",jcbk,131.1
753578,0763645303,Where's Waldo? : the wonder book / Martin Handford.,"Handford, Martin",2014,"Waldo Fictitious character Handford Juvenile fiction, Voyages and travels Juvenile fiction, Picture puzzles Juvenile fiction, Waldo Fictitious character Handford Fiction, Voyages and travels Fiction, Picture puzzles",jcbk,131.0
1823210, 9781250010117,Every fifteen minutes / Lisa Scottoline.,"Scottoline, Lisa",2015.,"Psychiatrists Fiction, Psychopaths Fiction, Murder Investigation Fiction, Psychotherapy patients Fiction, Philadelphia Pa Fiction, Suspense fiction",acbk,131.0
3038306, 9780763645304,Where's Waldo? : the wonder book / Martin Handford.,"Handford, Martin",2014,"Waldo Fictitious character Handford Juvenile fiction, Voyages and travels Juvenile fiction, Picture puzzles Juvenile fiction, Waldo Fictitious character Handford Fiction, Voyages and travels Fiction, Picture puzzles",jcbk,131.0
2460036,1250078261,Wires and nerve. Volume 1 / Marissa Meyer ; art by Doug Holgate with Stephen Gilpin.,"Meyer, Marissa",2017.,"Cyborgs Comic books strips etc, Imaginary wars and battles Comic books strips etc, Androids Comic books strips etc, Science fiction comics, Graphic novels",acbk,131.0
3602807,1506701302,"Avatar, the last airbender. North and south. Part three / script, Gene Yuen Yang ; art and cover, Gurihiru ; lettering, Michael Heisler.","Yang, Gene Luen",2017.,"Avatar the last airbender Television program Comic books strips etc, Avatars Religion Comic books strips etc, Superheroes Comic books strips etc, Heroes Comic books strips etc, Supernatural Comic books strips etc, Martial arts Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,131.0
3807427,0399234446,Gingerbread baby / Jan Brett.,"Brett, Jan, 1949-",1999.,"Gingerbread Juvenile fiction, Baking Juvenile fiction",jcbk,131.0
2176646,125001011X,Every fifteen minutes / Lisa Scottoline.,"Scottoline, Lisa",2015.,"Psychiatrists Fiction, Psychopaths Fiction, Murder Investigation Fiction, Psychotherapy patients Fiction, Philadelphia Pa Fiction, Suspense fiction",acbk,131.0
1524621, 9781250078261,Wires and nerve. Volume 1 / Marissa Meyer ; art by Doug Holgate with Stephen Gilpin.,"Meyer, Marissa",2017.,"Cyborgs Comic books strips etc, Imaginary wars and battles Comic books strips etc, Androids Comic books strips etc, Science fiction comics, Graphic novels",acbk,131.0
2875674, 9781506701301,"Avatar, the last airbender. North and south. Part three / script, Gene Yuen Yang ; art and cover, Gurihiru ; lettering, Michael Heisler.","Yang, Gene Luen",2017.,"Avatar the last airbender Television program Comic books strips etc, Avatars Religion Comic books strips etc, Superheroes Comic books strips etc, Heroes Comic books strips etc, Supernatural Comic books strips etc, Martial arts Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,131.0
1823716,0547576579,"Good Luck, Martha! / adaptation by Karen Barss ; based on a TV series teleplay written by Raye Landford.","Barss, Karen",2012.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Accidents Fiction, Luck Fiction",jcbk,131.0
2232822,1617691518,The new bohemians : cool & collected homes / Justina Blakeney ; photography by Dabito.,"Blakeney, Justina",2015.,Interior decoration,acbk,131.0
1949887,141970947X,Octavia E. Butler's Kindred : a graphic novel adaptation / by Damian Duffy and John Jennings ; introduction by Nnedi Okorafor.,"Duffy, Damian",2017.,"Slaves United States Comic books strips etc, Time travel in literature Comic books strips etc, Graphic novels",acbk,131.0
3343237, 9781617691515,The new bohemians : cool & collected homes / Justina Blakeney ; photography by Dabito.,"Blakeney, Justina",2015.,Interior decoration,acbk,131.0
1823718, 9780547576572,"Good Luck, Martha! / adaptation by Karen Barss ; based on a TV series teleplay written by Raye Landford.","Barss, Karen",2012.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Accidents Fiction, Luck Fiction",jcbk,131.0
843810,1419719025,Nathan Hale's hazardous tales. Alamo all-stars / Nathan Hale.,"Hale, Nathan, 1976-",2016.,"Alamo San Antonio Tex Juvenile literature, Alamo San Antonio Tex Siege 1836 Juvenile literature, Texas History Revolution 1835 1836, Alamo San Antonio Tex Comic books strips etc, Alamo San Antonio Tex Siege 1836 Comic books strips etc, Texas History Revolution 1835 1836 Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Historical comics, Graphic novels, Nonfiction comics",jcbk,131.0
843811, 9781419719028,Nathan Hale's hazardous tales. Alamo all-stars / Nathan Hale.,"Hale, Nathan, 1976-",2016.,"Alamo San Antonio Tex Juvenile literature, Alamo San Antonio Tex Siege 1836 Juvenile literature, Texas History Revolution 1835 1836, Alamo San Antonio Tex Comic books strips etc, Alamo San Antonio Tex Siege 1836 Comic books strips etc, Texas History Revolution 1835 1836 Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Historical comics, Graphic novels, Nonfiction comics",jcbk,131.0
1949888, 9781419709470,Octavia E. Butler's Kindred : a graphic novel adaptation / by Damian Duffy and John Jennings ; introduction by Nnedi Okorafor.,"Duffy, Damian",2017.,"Slaves United States Comic books strips etc, Time travel in literature Comic books strips etc, Graphic novels",acbk,131.0
1823717, 0547576587,"Good Luck, Martha! / adaptation by Karen Barss ; based on a TV series teleplay written by Raye Landford.","Barss, Karen",2012.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Accidents Fiction, Luck Fiction",jcbk,131.0
1823719, 9780547576589,"Good Luck, Martha! / adaptation by Karen Barss ; based on a TV series teleplay written by Raye Landford.","Barss, Karen",2012.,"Martha Fictitious character Meddaugh Juvenile fiction, Dogs Fiction, Accidents Fiction, Luck Fiction",jcbk,131.0
2777888,0689811756,Henry and Mudge and the starry night : the seventeenth book of their adventures / by Cynthia Rylant ; pictures by Sucie Stevenson.,"Rylant, Cynthia",1998.,"Dogs Fiction, Camping Juvenile fiction",jcbk,130.95
2312147,1416972005,Annie and Snowball and the thankful friends : the tenth book of their adventures / Cynthia Rylant ; illustrated by Suçie Stevenson.,"Rylant, Cynthia",2011.,"Annie Fictitious character Rylant Juvenile fiction, Snowball Fictitious character Rylant Juvenile fiction, Thanksgiving Day Juvenile fiction, Thanksgiving cooking Juvenile fiction, Rabbits Juvenile fiction, Friendship Juvenile fiction",jcbk,130.85714285714286
389550, 9781416972006,Annie and Snowball and the thankful friends : the tenth book of their adventures / Cynthia Rylant ; illustrated by Suçie Stevenson.,"Rylant, Cynthia",2011.,"Annie Fictitious character Rylant Juvenile fiction, Snowball Fictitious character Rylant Juvenile fiction, Thanksgiving Day Juvenile fiction, Thanksgiving cooking Juvenile fiction, Rabbits Juvenile fiction, Friendship Juvenile fiction",jcbk,130.85714285714286
3638055,0060280697,Biscuit wants to play / story by Alyssa Satin Capucilli ; pictures by Pat Schories.,"Capucilli, Alyssa Satin, 1957-",2001.,"Biscuit Fictitious character Juvenile fiction, Dogs Fiction, Cats Juvenile fiction, Play Fiction, Animals Infancy Juvenile fiction",jcbk,130.8235294117647
3730652, 0060280700,Biscuit wants to play / story by Alyssa Satin Capucilli ; pictures by Pat Schories.,"Capucilli, Alyssa Satin, 1957-",2001.,"Biscuit Fictitious character Juvenile fiction, Dogs Fiction, Cats Juvenile fiction, Play Fiction, Animals Infancy Juvenile fiction",jcbk,130.8235294117647
3176820,0544323521,Deep South : four seasons on back roads / Paul Theroux ; [photos by Steve McCurry].,"Theroux, Paul",2015.,"Southern States Description and travel, Southern States Social life and customs, Southern States Social conditions, Southern States Biography, Theroux Paul Travel Southern States, Scenic byways Southern States, Seasons Southern States",acbk,130.66666666666666
3137469,0823425762,Mice on ice / by Rebecca Emberley and Ed Emberley.,"Emberley, Rebecca",2012.,"Stories in rhyme Juvenile fiction, Ice skating Fiction, Mice Juvenile fiction, Cats Juvenile fiction",jcbk,130.66666666666666
3475393, 9780544323520,Deep South : four seasons on back roads / Paul Theroux ; [photos by Steve McCurry].,"Theroux, Paul",2015.,"Southern States Description and travel, Southern States Social life and customs, Southern States Social conditions, Southern States Biography, Theroux Paul Travel Southern States, Scenic byways Southern States, Seasons Southern States",acbk,130.66666666666666
3137470, 9780823425761,Mice on ice / by Rebecca Emberley and Ed Emberley.,"Emberley, Rebecca",2012.,"Stories in rhyme Juvenile fiction, Ice skating Fiction, Mice Juvenile fiction, Cats Juvenile fiction",jcbk,130.66666666666666
2371569,1423107969,Chopsticks / written by Amy Krouse Rosenthal ; illustrated by Scott Magoon.,"Rosenthal, Amy Krouse",2012.,"Chopsticks Juvenile fiction, Humorous stories",jcbk,130.66666666666666
3578993, 9780316407014,Truth or die / James Patterson and Howard Roughan.,"Patterson, James, 1947-",2015.,"Women journalists Fiction, Official secrets Fiction, Terrorism Fiction, Suspense fiction, Political fiction",acbk,130.66666666666666
2998601,0316407011,Truth or die / James Patterson and Howard Roughan.,"Patterson, James, 1947-",2015.,"Women journalists Fiction, Official secrets Fiction, Terrorism Fiction, Suspense fiction, Political fiction",acbk,130.66666666666666
426950,1419713108,In my heart : a book of feelings / by Jo Witek ; illustrated by Christine Roussey.,"Witek, Jo, 1968-",2015.,"Emotions Juvenile fiction, Toy and movable books Specimens, Emotions Fiction",jcbk,130.66666666666666
533652, 9781423107965,Chopsticks / written by Amy Krouse Rosenthal ; illustrated by Scott Magoon.,"Rosenthal, Amy Krouse",2012.,"Chopsticks Juvenile fiction, Humorous stories",jcbk,130.66666666666666
2822974, 9781419713101,In my heart : a book of feelings / by Jo Witek ; illustrated by Christine Roussey.,"Witek, Jo, 1968-",2015.,"Emotions Juvenile fiction, Toy and movable books Specimens, Emotions Fiction",jcbk,130.66666666666666
1708960, 9780545090605,One false note / Gordon Korman.,"Korman, Gordon",2008.,"Ciphers Fiction, Treasure hunt Game Juvenile fiction, Wills Juvenile fiction, Family secrets Juvenile fiction, Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Mystery and detective stories, Code and cipher stories, Adventure fiction",jcbk,130.6
3550287, 9780763666521,Abby Cadabby up and down / illustrated by Ernie Kwiat.,0,2013.,"Elmo Fictitious character Henson Juvenile fiction, Abby Cadabby Fictitious character Fiction, Friendship Fiction",jcbk,130.6
2904425, 9780545060424,One false note / Gordon Korman.,"Korman, Gordon",2008.,"Ciphers Fiction, Treasure hunt Game Juvenile fiction, Wills Juvenile fiction, Family secrets Juvenile fiction, Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Mystery and detective stories, Code and cipher stories, Adventure fiction",jcbk,130.6
1735126, 0545090601,One false note / Gordon Korman.,"Korman, Gordon",2008.,"Ciphers Fiction, Treasure hunt Game Juvenile fiction, Wills Juvenile fiction, Family secrets Juvenile fiction, Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Mystery and detective stories, Code and cipher stories, Adventure fiction",jcbk,130.6
4005655,0545060427,One false note / Gordon Korman.,"Korman, Gordon",2008.,"Ciphers Fiction, Treasure hunt Game Juvenile fiction, Wills Juvenile fiction, Family secrets Juvenile fiction, Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Mystery and detective stories, Code and cipher stories, Adventure fiction",jcbk,130.6
1093273, 9780763666538,Abby Cadabby up and down / illustrated by Ernie Kwiat.,0,2013.,"Elmo Fictitious character Henson Juvenile fiction, Abby Cadabby Fictitious character Fiction, Friendship Fiction",jcbk,130.6
2744767, 076366653X,Abby Cadabby up and down / illustrated by Ernie Kwiat.,0,2013.,"Elmo Fictitious character Henson Juvenile fiction, Abby Cadabby Fictitious character Fiction, Friendship Fiction",jcbk,130.6
2744766,0763666521,Abby Cadabby up and down / illustrated by Ernie Kwiat.,0,2013.,"Elmo Fictitious character Henson Juvenile fiction, Abby Cadabby Fictitious character Fiction, Friendship Fiction",jcbk,130.6
2593450,0618007075,Fireman Small-- fire down below! / written and illustrated by Wong Herbert Yee.,"Yee, Wong Herbert",2001.,"Fire fighters Juvenile fiction, Hotels motels etc Fiction, Animals Fiction, Stories in rhyme Juvenile fiction",jcbk,130.52941176470588
3916800,0399575898,Pond / Claire-Louise Bennett.,"Bennett, Claire-Louise,",2016.,"Solitude Fiction, Short stories, Short stories",acbk,130.5
1525449, 9780399575891,Pond / Claire-Louise Bennett.,"Bennett, Claire-Louise,",2016.,"Solitude Fiction, Short stories, Short stories",acbk,130.5
2393688, 9780312377021,A rule against murder / Louise Penny.,"Penny, Louise",2009.,"Gamache Armand Fictitious character Fiction, Police Qu‚bec Province Fiction, Qu‚bec Province Fiction, Murder Investigation Fiction, Resorts Fiction, Mystery fiction",acbk,130.44444444444446
3455790,0312377029,A rule against murder / Louise Penny.,"Penny, Louise",2009.,"Gamache Armand Fictitious character Fiction, Police Qu‚bec Province Fiction, Qu‚bec Province Fiction, Murder Investigation Fiction, Resorts Fiction, Mystery fiction",acbk,130.44444444444446
4170093,0316231754,"How I survived bullies, broccoli, and Snake Hill / James Patterson and Chris Tebbetts ; illustrated by Laura Park.","Patterson, James, 1947-",2013.,"Camps Juvenile fiction, Friendship Fiction, Popularity Juvenile fiction, Bullies Fiction, Humorous stories",jcbk,130.4
384489, 9780316231756,"How I survived bullies, broccoli, and Snake Hill / James Patterson and Chris Tebbetts ; illustrated by Laura Park.","Patterson, James, 1947-",2013.,"Camps Juvenile fiction, Friendship Fiction, Popularity Juvenile fiction, Bullies Fiction, Humorous stories",jcbk,130.4
133777,1416991417,LMNO peas / Keith Baker.,"Baker, Keith, 1953-",2010.,"Stories in rhyme Juvenile fiction, Peas Juvenile fiction, Occupations Juvenile fiction, Alphabet Fiction",jcbk,130.375
2021394, 9781416991410,LMNO peas / Keith Baker.,"Baker, Keith, 1953-",2010.,"Stories in rhyme Juvenile fiction, Peas Juvenile fiction, Occupations Juvenile fiction, Alphabet Fiction",jcbk,130.375
